Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,CueSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
,,,,,,choice,9,2,3,679,2,X,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,3,679,3,Q,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,3,679,4,F,0,right,0.017039999998814892,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,3,679,5,N,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,3,679,6,X,0,right,0.09312620000127936,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,3,679,7,X,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,3,679,8,V,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,3,679,9,X,1,left,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,3,679,10,S,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,3,679,11,V,1,left,0.2826969999950961,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,3,679,12,S,0,right,0.39494059999560704,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,3,679,13,S,1,right,0.04757139999856008,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,3,679,14,V,1,right,0.1618640999950003,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,Choice,9,2,3,679,,,,,,,,0.725,0.5,0.2,0.7,0.0,0.8,0.10045099285603751,2,2,0,0,0,7,9,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_092905,TrueCHOICE,9,2.0,3,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,2,,,A,361.6734709999946,,,,,,,,,True,cue1.png,Easy,cue2.png,Hard,Right,Hard,Hard,0.005323299999872688,0,361.67374749999726,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,1,679,1,V,0,right,0.38533669999742415,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,1,679,2,V,1,right,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,1,679,3,S,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,1,679,4,X,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,1,679,5,J,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,1,679,6,F,0,right,0.06305609999981243,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,1,679,7,F,1,right,0.21092440000211354,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,1,679,8,V,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,1,679,9,F,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,1,679,10,C,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,1,679,11,C,1,right,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,1,679,12,J,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,1,679,13,F,0,right,0.021771100000478327,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,1,679,14,F,1,left,0.26356140000279993,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,Choice,9,3,1,679,,,,,,,,0.029166666666666646,0.25,0.3,0.7,0.0,0.7,0.06747497857161631,1,3,0,0,0,7,8,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_092920,TrueCHOICE,9,3.0,1,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,3,,,A,377.1843058000013,,,,,,,,,True,cue2.png,Hard,cue1.png,Easy,Right,Easy,Easy,0.005135799998242874,0,377.1846344000005,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
1,.\instructions\inst_offline_rating_2\Slide1.png,right,1.3964770999955363,391.65294390000054,393.0494209999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
2,.\instructions\inst_offline_rating_2\Slide2.png,right,0.2001001999960863,393.08414130000165,393.28424149999773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
3,.\instructions\inst_offline_rating_2\Slide3.png,right,1.5688541999988956,393.3151482999965,394.8840024999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_092932,OFFLINERATING,9,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,T2,1.0,cue1.png,Easy,56,2.2079149999990477,399.46623259999615,401.7107781999948,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_092937,OFFLINERATING,9,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,T2,2.0,cue2.png,Hard,18,0.8287037999980384,406.28610800000024,407.1358149000007,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
1,.\instructions\inst_learning_check\Slide1.png,right,3.0515448000005563,410.1947407999978,413.2462855999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_093002,LEARNINGCHECK,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,2,1,,,A,429.4379345999987,,,,,,,,,,,,,,,,,,,,cue1.png,Easy,Left,Left,Easy,0.0014225999984773807,1,0,429.4381192000001,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_093007,LEARNINGCHECK,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,3,2,,,A,434.4203703999956,,,,,,,,,,,,,,,,,,,,cue2.png,Hard,Right,Right,Hard,0.001426700000592973,1,0,434.4205615999963,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
1,.\instructions\inst_choice_false\Slide1.png,right,3.1517645999992965,437.97985479999625,441.13161939999554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
2,.\instructions\inst_choice_false\Slide2.png,right,0.9492708000034327,441.1663283999951,442.11559919999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
3,.\instructions\inst_choice_false\Slide3.png,right,3.7551089999979013,442.1463300999967,445.9014390999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,2,679,1,S,0,right,0.39281270000356017,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,2,679,2,S,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,2,679,3,F,0,left,0.00865920000069309,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,2,679,4,J,0,right,0.042961200000718236,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,2,679,5,Q,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,2,679,6,N,0,left,0.15158289999817498,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,2,679,7,Q,1,right,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,2,679,8,N,1,left,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,2,679,9,V,0,right,0.32633419999910984,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,2,679,10,N,1,left,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,2,679,11,C,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,2,679,12,F,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,2,679,13,C,1,right,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,2,679,14,J,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,Choice,9,1,2,679,,,,,,,,0.725,0.5,0.2,0.5,0.0,0.8,0.0658821571430183,2,2,0,0,0,5,7,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_093034,FalseCHOICE,9,1.0,2,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,A,450.78491609999764,,,,,,,,,False,cue1.png,Easy,cue2.png,Hard,Left,Easy,Mid,0.0032735000058892183,0,450.78525489999447,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,2,679,1,N,0,right,0.19371830000454793,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,2,679,2,N,0,right,0.08075739999912912,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,2,679,3,C,0,left,0.09295009999914328,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,2,679,4,V,0,right,0.12897659999725875,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,2,679,5,C,1,left,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,2,679,6,V,1,right,0.024641700001666322,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,2,679,7,N,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,2,679,8,F,0,left,0.14128250000067055,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,2,679,9,N,1,right,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,2,679,10,V,0,right,0.020799599995370954,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,2,679,11,N,1,right,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,2,679,12,X,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,2,679,13,Q,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,2,679,14,C,0,right,0.27004999999917345,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,Choice,9,2,2,679,,,,,,,,0.029166666666666646,0.25,0.3,0.6,0.0,0.7,0.06808401428549717,1,3,0,0,0,6,7,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_093051,FalseCHOICE,9,2.0,2,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,,,A,468.16114709999965,,,,,,,,,False,cue2.png,Hard,cue1.png,Easy,Left,Hard,Mid,0.005526200002350379,0,468.1613776999948,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,2,679,1,F,0,right,0.30168850000336533,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,2,679,2,Q,0,right,0.3672950000036508,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,2,679,3,C,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,2,679,4,Q,1,right,0.007561200000054669,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,2,679,5,F,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,2,679,6,C,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,2,679,7,F,1,right,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,2,679,8,C,1,right,0.14386609999928623,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,2,679,9,X,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,2,679,10,N,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,2,679,11,V,0,right,0.00961269999970682,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,2,679,12,C,0,right,0.3723364999968908,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,2,679,13,J,0,left,0.32531330000347225,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,3,2,679,14,C,1,right,0.04267180000169901,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,Choice,9,3,2,679,,,,,,,,0.15,0.0,0.4,0.6,0.0,0.6,0.11216750714343757,0,4,0,0,0,6,6,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_093108,FalseCHOICE,9,3.0,2,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,3,,,A,483.9219382999945,,,,,,,,,False,cue2.png,Hard,cue1.png,Easy,Right,Easy,Mid,0.0058363999996799976,0,483.92216929999995,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
1,.\instructions\inst_offline_rating_3\Slide1.png,right,1.4738940999959596,499.0474638000014,500.5213578999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
2,.\instructions\inst_offline_rating_3\Slide2.png,right,0.592169899995497,500.55604519999906,501.14821509999456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
3,.\instructions\inst_offline_rating_3\Slide3.png,right,0.5596525000000838,501.17916010000044,501.73881260000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
